X,Y,OBJECTID,METER_ID,VENDOR,PAY_POLICY,PRE_PAY,PARK_NO_PAY,GREEN_DOME,TOW_AWAY,STREET_CLEANING,DIR,BLK_NO,STREET,LOCK_,LOCK__,LONGITUDE,LATITUDE,TRAVEL_DIRECTION,FROM_INTERSECTION,TO_INTERSECTION,SPACE_NUMBER,NUMBEROFSPACES,METER_TYPE,HAS_SENSOR,G_DISTRICT,G_PASSPORT_ZONES,G_PM_ZONE,G_SUBZONE,G_ZONE,BASE_RATE,POLE_MOUNT,YOKE,HOUSING_TYPE,HOUSING_MANUFACTURER,SIDEWALKGE,COIN_SLOTLE,METER_CONDITION,PERMIT_RATE,INSTALLED_ON,PURCHASED_DATE,METER_STATE,SPACE_STATE
775476.4358,2958725.608,228,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CAUS,N WASHINGTON,1,,-71.058515,42.366047,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775477.645,2958700.833,229,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CAUS,N WASHINGTON,1,,-71.058511,42.365979,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775479.3683,2958681.163,230,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CAUS,N WASHINGTON,1,,-71.058505,42.365925,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775481.3978,2958654.57,231,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CAUS,N WASHINGTON,1,,-71.058498,42.365852,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775482.5863,2958633.804,232,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CAUS,N WASHINGTON,1,,-71.058494,42.365795,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775485.7929,2958588.631,233,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,N,CAUS,N WASHINGTON,1,,-71.058483,42.365671,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775566.1514,2958153.189,234,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,COOP,N WASHINGTON,1,,-71.058194,42.364475,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,946,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775564.3865,2958180.877,235,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,COOP,N WASHINGTON,1,,-71.0582,42.364551,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775563.1998,2958201.279,236,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,COOP,N WASHINGTON,1,,-71.058204,42.364607,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775561.7164,2958226.781,237,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,COOP,N WASHINGTON,1,,-71.058209,42.364677,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775560.5391,2958245.361,238,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,COOP,N WASHINGTON,1,,-71.058213,42.364728,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775536.2107,2958455.146,239,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058299,42.365304,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,947,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775535.1961,2958494.499,240,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058302,42.365412,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775533.4104,2958526.196,241,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058308,42.365499,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775532.2332,2958544.775,242,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058312,42.36555,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775531.3074,2958567.001,243,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058315,42.365611,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775529.0435,2958586.668,244,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058323,42.365665,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775527.5526,2958613.628,245,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058328,42.365739,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
775526.0995,2958633.3,246,,IPS,08:00AM-06:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 06:00PM-24:00AM MON-SAT",,,,S,THAC,N WASHINGTON,1,,-71.058333,42.365793,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
774213.7602,2957893.31,247,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAN,MERRIMAC ST,1,,-71.063203,42.363781,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,948,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
774233.2502,2957887.214,248,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAN,MERRIMAC ST,1,,-71.063131,42.363764,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
774277.9205,2957872.137,249,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAN,MERRIMAC ST,1,,-71.062966,42.363722,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
774294.9764,2957866.394,250,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,W,STAN,MERRIMAC ST,1,,-71.062903,42.363706,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773762.0222,2959031.665,251,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064853,42.366911,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,949,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773766.6405,2959026.951,252,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064836,42.366898,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773788.1215,2959001.186,253,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064757,42.366827,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773797.3655,2958990.301,254,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064723,42.366797,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773810.4319,2958971.781,255,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064675,42.366746,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773821.5844,2958957.626,256,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064634,42.366707,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773838.9524,2958943.501,257,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.06457,42.366668,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773850.3769,2958928.983,258,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,SCIE,NASHUA ST,1,,-71.064528,42.366628,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773876.2796,2958989.975,259,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064431,42.366795,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,950,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773864.3108,2959005.22,260,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064475,42.366837,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773850.9927,2959020.093,261,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064524,42.366878,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773839.0389,2959032.423,262,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064568,42.366912,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773824.3585,2959049.476,263,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064622,42.366959,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773809.9372,2959068.717,264,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064675,42.367012,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773800.1453,2959081.058,265,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064711,42.367046,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
773791.7121,2959091.948,266,,IPS,08:00AM-08:00PM MON-SAT $0.25 120,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,S,MART,NASHUA ST,1,,-71.064742,42.367076,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AC,AC,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779854.9254,2951645.595,267,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042454,42.346556,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,40,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779837.5678,2951656.07,268,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042518,42.346585,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779821.5521,2951668.375,269,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042577,42.346619,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779804.9996,2951679.948,270,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042638,42.346651,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779787.9085,2951691.154,271,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042701,42.346682,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779771.6244,2951703.092,272,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042761,42.346715,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779756.4217,2951715.037,273,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042817,42.346748,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779740.1455,2951725.518,274,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042877,42.346777,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779722.5137,2951736.721,275,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.042942,42.346808,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779706.502,2951748.297,276,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043001,42.34684,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779691.0271,2951760.605,277,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043058,42.346874,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779674.745,2951772.179,278,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043118,42.346906,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779659.2682,2951784.851,279,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043175,42.346941,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779641.3623,2951796.782,280,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043241,42.346974,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779623.7112,2951811.629,281,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,D ST,SUMMER ST,1,,-71.043306,42.347015,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779373.2411,2951989.952,282,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044229,42.347508,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,42,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779353.9819,2952002.24,283,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.0443,42.347542,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779334.9951,2952014.165,284,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.04437,42.347575,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779315.736,2952026.452,285,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044441,42.347609,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779296.4789,2952038.376,286,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044512,42.347642,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779277.4901,2952050.665,287,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044582,42.347676,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779258.2311,2952062.952,288,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044653,42.34771,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779238.974,2952074.876,289,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044724,42.347743,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779219.9854,2952087.165,290,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044794,42.347777,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779200.7284,2952099.088,291,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044865,42.34781,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779181.4694,2952111.376,292,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.044936,42.347844,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
779163.5563,2952124.765,293,,IPS,08:00AM-08:00PM MON-SAT $0.25 240,,"00:00AM-24:00AM SUN, 00:00AM-08:00AM MON-SAT, 08:00PM-24:00AM MON-SAT",,,,N,WTC,SUMMER ST,1,,-71.045002,42.347881,,,,,1,SINGLE-SPACE,NO,DISTRICT 0,,,0AD,AD,0.25,,,,,,,,,4/1/2017 1:00,,ACTIVE,ACTIVE
